ts tx ty tz qx qy qz qw agent ref_KF_ts
1403715278.812143 -0.004315782 -0.035077728 0.010096189 0.028825201 0.003069305 0.009990846 0.999529839 0 1403715278.812143
1403715278.862143 -0.006532329 -0.044596169 0.011122572 0.032579619 0.002828380 0.010869381 0.999406040 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715278.912143 -0.007637225 -0.052892521 0.012029059 0.034079794 0.002853323 0.010860833 0.999356031 0 1403715278.862143
1403715281.112143 -0.032066386 -0.040992618 0.006826466 0.020018470 -0.046437498 0.002771824 0.998716772 0 1403715893.834058
1403715281.162143 -0.032575484 -0.041746654 0.007689988 0.020272203 -0.041933086 0.003936361 0.998907030 0 1403715893.834058
1403715281.212143 -0.033643555 -0.044902116 0.008920812 0.016897446 -0.037505101 0.006351653 0.999133408 0 1403715893.834058
1403715281.262143 -0.029111713 -0.038945716 0.007006600 0.013819452 -0.030893020 0.008210879 0.999393463 0 1403715893.834058
1403715281.312143 -0.034408595 -0.045268856 0.009953154 0.015923202 -0.027060313 0.010773298 0.999448955 0 1403715893.834058
1403715281.362143 -0.035402723 -0.046851635 0.011359739 0.013980504 -0.020491032 0.013346741 0.999603212 0 1403715893.834058
1403715281.412143 -0.035115279 -0.045823544 0.011913584 0.014291309 -0.014057572 0.015450352 0.999679744 0 1403715893.834058
1403715281.462143 -0.037275553 -0.048918486 0.013154090 0.010419986 -0.003156598 0.018637996 0.999767065 0 1403715893.834058
1403715281.512143 -0.037685692 -0.049218539 0.014121391 0.010047466 0.006121119 0.021497734 0.999699712 0 1403715893.834058
1403715281.562143 -0.038369697 -0.049882196 0.015303946 0.008993798 0.017626572 0.025059799 0.999490142 0 1403715893.834058
1403715281.612143 -0.038371813 -0.049891461 0.016439553 0.009127961 0.028656200 0.029139599 0.999122858 0 1403715893.834058
1403715281.662143 -0.038768660 -0.050464023 0.017392030 0.008227724 0.041160062 0.034366500 0.998527467 0 1403715893.834058
1403715281.712143 -0.039542183 -0.050095089 0.018737510 0.008631993 0.055528823 0.038696121 0.997669637 0 1403715893.834058
1403715281.762143 -0.039980300 -0.050573800 0.019924108 0.007212671 0.069292881 0.044074330 0.996596217 0 1403715893.834058
1403715281.812143 -0.040371608 -0.051302049 0.020891070 0.005133636 0.083543405 0.050162841 0.995227575 0 1403715893.834058
1403715281.862143 -0.040891450 -0.051403064 0.022417936 0.005132927 0.098354623 0.055926975 0.993565440 0 1403715893.834058
1403715281.912143 -0.041468997 -0.051975194 0.023697840 0.003118194 0.113321275 0.061127365 0.991671324 0 1403715893.834058
1403715281.962143 -0.041964568 -0.052056719 0.024984023 0.002576511 0.127320573 0.066616632 0.989618719 0 1403715893.834058
1403715282.012143 -0.042551924 -0.052122224 0.026468601 0.001919479 0.141449869 0.072621889 0.987276196 0 1403715893.834058
1403715282.062143 -0.042695623 -0.051546674 0.028003437 0.002643354 0.154387608 0.078935310 0.984848619 0 1403715893.834058
1403715282.112143 -0.043818552 -0.052558068 0.029621635 0.000321599 0.168799073 0.082569592 0.982185900 0 1403715282.112143
1403715282.162143 -0.043774441 -0.051700648 0.030770499 0.001641456 0.179951489 0.088321358 0.979701102 0 1403715282.112143
1403715282.212143 -0.044715699 -0.052483123 0.032770857 -0.000150545 0.193993747 0.092038244 0.976675689 0 1403715282.212143
1403715282.262143 -0.044716049 -0.052141227 0.033878434 -0.000196263 0.205315590 0.097370528 0.973840058 0 1403715282.112143
1403715282.312143 -0.045559693 -0.052434660 0.036159698 -0.001774423 0.218258947 0.101114914 0.970636785 0 1403715282.212143
1403715282.362143 -0.046491846 -0.052563369 0.037755683 -0.002540471 0.231837451 0.105725445 0.966988683 0 1403715282.362143
1403715282.412143 -0.046938039 -0.052632626 0.039356191 -0.004600527 0.244319513 0.108374648 0.963608801 0 1403715282.212143
1403715282.462143 -0.046962883 -0.052497696 0.040662572 -0.004782006 0.254971504 0.114090003 0.960182369 0 1403715282.212143
1403715282.512143 -0.047782924 -0.053267770 0.042859729 -0.006484309 0.267937809 0.117923908 0.956170082 0 1403715282.362143
1403715282.562143 -0.048478328 -0.052894972 0.045200404 -0.005883121 0.280274689 0.121944852 0.952124417 0 1403715282.562143
1403715282.612143 -0.048999391 -0.053424023 0.047256425 -0.005646509 0.292123348 0.125408113 0.948105991 0 1403715282.562143
1403715282.662143 -0.049573209 -0.053415444 0.049006216 -0.003937393 0.302796215 0.129745170 0.944174349 0 1403715282.562143
1403715282.712143 -0.050262325 -0.052900296 0.051502701 -0.000991570 0.314299166 0.134744510 0.939712167 0 1403715282.562143
1403715282.762143 -0.050503574 -0.053613476 0.053008910 -0.000668370 0.323338568 0.140760705 0.935755432 0 1403715282.562143
1403715282.812143 -0.051295750 -0.053401422 0.055559892 0.000637074 0.334092319 0.146487042 0.931087255 0 1403715282.562143
1403715282.862143 -0.051673010 -0.053000528 0.057714082 0.002192179 0.344417870 0.150356337 0.926695466 0 1403715282.562143
1403715282.912143 -0.052474484 -0.053151608 0.060070418 0.003084658 0.355804980 0.153730437 0.921824515 0 1403715282.562143
1403715282.962143 -0.052625835 -0.052915990 0.061729368 0.003885525 0.365460545 0.158524007 0.917220652 0 1403715282.562143
1403715283.012143 -0.053332835 -0.053405967 0.063709520 0.003881811 0.375825435 0.162674546 0.912292302 0 1403715282.562143
1403715283.062143 -0.054044988 -0.053074010 0.065988243 0.006638376 0.386118203 0.167850316 0.907025337 0 1403715282.562143
1403715283.112143 -0.054576352 -0.053395923 0.068522774 0.006723060 0.396317929 0.173155814 0.901611924 0 1403715282.562143
1403715283.162143 -0.055000190 -0.053021647 0.070258066 0.009558165 0.405133396 0.179180577 0.896476448 0 1403715282.562143
1403715283.212143 -0.055395555 -0.053455308 0.071881458 0.010370329 0.414134443 0.184913680 0.891174555 0 1403715282.562143
1403715283.262143 -0.056322534 -0.053932186 0.074306592 0.010544064 0.424555808 0.188778967 0.885439873 0 1403715282.562143
1403715283.312143 -0.056996465 -0.053581271 0.076659493 0.012281113 0.434149623 0.193864495 0.879647553 0 1403715282.562143
1403715283.362143 -0.057071388 -0.053542417 0.077653706 0.013417867 0.441817880 0.197167948 0.875066757 0 1403715282.562143
